7747,朝日インテック
7832,バンダイナムコホールディングス
7846,パイロットコーポレーション
7951,ヤマハ
7956,ピジョン
7974,任天堂
9502,中部電力
9503,関西電力
9504,中国電力
9506,東北電力
9508,九州電力
9509,北海道電力
9513,電源開発
9531,東京瓦斯
9532,大阪瓦斯
9001,東武鉄道
9003,相鉄ホールディングス
9005,東急
9007,小田急電鉄
9008,京王電鉄
9009,京成電鉄
9020,東日本旅客鉄道
9021,西日本旅客鉄道
9022,東海旅客鉄道
9024,西武ホールディングス
9041,近鉄グループホールディングス
9042,阪急阪神ホールディングス
9044,南海電気鉄道
9045,京阪ホールディングス
9048,名古屋鉄道
9062,日本通運
9064,ヤマトホールディングス
9065,山九
9086,日立物流
9142,九州旅客鉄道
9201,日本航空
9202,ＡＮＡホールディングス
2317,システナ
2327,日鉄ソリューションズ
3626,ＴＩＳ
3635,コーエーテクモホールディングス
3659,ネクソン
3738,ティーガイア
3765,ガンホー・オンライン・エンターテイメント
3769,ＧＭＯペイメントゲートウェイ
3932,アカツキ
4307,野村総合研究所
4348,インフォコム
4684,オービック
4686,ジャストシステム
4689,Ｚホールディングス
4704,トレンドマイクロ
4716,日本オラクル
4739,伊藤忠テクノソリューションズ
4768,大塚商会
4816,東映アニメーション
4819,デジタルガレージ
8056,日本ユニシス
9432,日本電信電話
9433,ＫＤＤＩ
9435,光通信
9602,東宝
9613,エヌ・ティ・ティ・データ
9684,スクウェア・エニックス・ホールディングス
9697,カプコン
9719,ＳＣＳＫ
9766,コナミホールディングス
9984,ソフトバンクグループ
2768,双日
2784,アルフレッサ　ホールディングス
3038,神戸物産
3107,ダイワボウホールディングス
3167,ＴＯＫＡＩホールディングス
3360,シップヘルスケアホールディングス
3543,コメダホールディングス
7458,第一興商
7459,メディパルホールディングス
7575,日本ライフライン
8001,伊藤忠商事
8002,丸紅
8015,豊田通商
8020,兼松
8031,三井物産
8053,住友商事
8058,三菱商事
8088,岩谷産業
8283,ＰＡＬＴＡＣ
9810,日鉄物産
9962,ミスミグループ本社
2651,ローソン
2670,エービーシー・マート
2702,日本マクドナルドホールディングス
2782,セリア
3048,ビックカメラ
3064,ＭｏｎｏｔａＲＯ
3086,Ｊ．フロント　リテイリング
3088,マツモトキヨシホールディングス
3092,ＺＯＺＯ
3141,ウエルシアホールディングス
3148,クリエイトＳＤホールディングス
3197,すかいらーくホールディングス
3349,コスモス薬品
3382,セブン＆アイ・ホールディングス
3391,ツルハホールディングス
3549,クスリのアオキホールディングス
3563,スシローグローバルホールディングス
7419,ノジマ
7453,良品計画
7532,パン・パシフィック・インターナショナルホールディングス
7550,ゼンショーホールディングス
7564,ワークマン
7649,スギホールディングス
8252,丸井グループ
8267,イオン
8273,イズミ
8279,ヤオコー
8282,ケーズホールディングス
9627,アインホールディングス
9843,ニトリホールディングス
9983,ファーストリテイリング
9989,サンドラッグ
7167,めぶきフィナンシャルグループ
7186,コンコルディア・フィナンシャルグループ
8303,新生銀行
8304,あおぞら銀行
8306,三菱ＵＦＪフィナンシャル・グループ
8308,りそなホールディングス
8309,三井住友トラスト・ホールディングス
8316,三井住友フィナンシャルグループ
8331,千葉銀行
8354,ふくおかフィナンシャルグループ
8410,セブン銀行
8411,みずほフィナンシャルグループ
7148,ＦＰＧ
8473,ＳＢＩホールディングス
8601,大和証券グループ本社
8604,野村ホールディングス
8630,ＳＯＭＰＯホールディングス
8725,ＭＳ＆ＡＤインシュアランスグループホールディングス
8750,第一生命ホールディングス
8766,東京海上ホールディングス
8795,Ｔ＆Ｄホールディングス
7164,全国保証
8424,芙蓉総合リース
8439,東京センチュリー
8570,イオンフィナンシャルサービス
8572,アコム
8585,オリエントコーポレーション
8591,オリックス
8593,三菱ＵＦＪリース
8697,日本取引所グループ
2337,いちご
3003,ヒューリック
3231,野村不動産ホールディングス
3288,オープンハウス
3289,東急不動産ホールディングス
3291,飯田グループホールディングス
4666,パーク２４
8801,三井不動産
8802,三菱地所
8804,東京建物
8830,住友不動産
8850,スターツコーポレーション
8905,イオンモール
9706,日本空港ビルデング
2121,ミクシィ
2127,日本Ｍ＆Ａセンター
2146,ＵＴグループ
2175,エス・エム・エス
2181,パーソルホールディングス
2331,綜合警備保障
2371,カカクコム
2379,ディップ
2412,ベネフィット・ワン
2413,エムスリー
2427,アウトソーシング
2433,博報堂ＤＹホールディングス
4324,電通グループ
4661,オリエンタルランド
4732,ユー・エス・エス
4755,楽天
4849,エン・ジャパン
6028,テクノプロ・ホールディングス
6035,アイ・アールジャパンホールディングス
6098,リクルートホールディングス
6532,ベイカレント・コンサルティング
8876,リログループ
9603,エイチ・アイ・エス
9678,カナモト
9735,セコム
9744,メイテック
